participant,group,veriStim_resp.rt,veriStim_resp.corr,mult_type,error_distance,interferenceScore,problemType,problemSize,interferenceLevel,mult_problem
19281,CAB,1.693,1,lure,4,5,tie,small-sized,low,4 × 4 = 12
19281,CAB,0.925,0,lure,5,7,non-tie,large-sized,low,7 × 5 = 30
19281,CAB,1.581,1,correct,0,6,tie,large-sized,low,9 × 9 = 81
19281,CAB,1.392,1,correct,0,12,non-tie,small-sized,high,6 × 4 = 24
19281,CAB,0.982,1,lure,3,2,non-tie,small-sized,low,3 × 5 = 18
19281,CAB,1.544,0,correct,0,0,non-tie,small-sized,low,3 × 2 = 6
19281,CAB,2.078,0,correct,0,5,tie,small-sized,low,4 × 4 = 16
19281,CAB,2.112,1,lure,8,19,non-tie,large-sized,high,9 × 8 = 64
19281,CAB,4.01,1,correct,0,5,tie,small-sized,low,4 × 4 = 16
19281,CAB,1.117,1,correct,0,6,tie,large-sized,low,9 × 9 = 81
19281,CAB,4.193,1,lure,9,13,non-tie,large-sized,high,6 × 9 = 45
19281,CAB,1.11,1,correct,0,0,tie,small-sized,low,3 × 3 = 9
19281,CAB,1.56,1,correct,0,19,tie,large-sized,high,8 × 8 = 64
19281,CAB,2.048,1,correct,0,17,non-tie,large-sized,high,4 × 7 = 28
19281,CAB,1.293,1,lure,4,17,non-tie,large-sized,high,4 × 7 = 32
19281,CAB,1.329,1,correct,0,7,non-tie,large-sized,low,5 × 7 = 35
19281,CAB,2.36,1,correct,0,25,non-tie,large-sized,high,4 × 8 = 32
19281,CAB,1.447,0,lure,7,9,non-tie,large-sized,high,7 × 8 = 63
19281,CAB,3.669,0,correct,0,9,non-tie,large-sized,high,9 × 3 = 27
19281,CAB,2.844,1,lure,4,17,non-tie,large-sized,high,7 × 4 = 24
19281,CAB,1.828,1,lure,3,10,non-tie,small-sized,high,3 × 4 = 15
19281,CAB,2.059,1,correct,0,8,non-tie,small-sized,high,6 × 3 = 18
19281,CAB,1.444,1,lure,3,9,non-tie,large-sized,high,9 × 3 = 24
19281,CAB,1.112,1,correct,0,9,non-tie,large-sized,high,8 × 5 = 40
19281,CAB,1.166,1,correct,0,9,non-tie,large-sized,high,7 × 8 = 56
19281,CAB,1.829,1,correct,0,8,non-tie,small-sized,high,3 × 6 = 18
19281,CAB,1.746,1,lure,4,10,non-tie,small-sized,high,4 × 3 = 16
19281,CAB,1.109,1,correct,0,7,non-tie,small-sized,low,2 × 8 = 16
19281,CAB,0.727,1,correct,0,4,non-tie,small-sized,low,7 × 2 = 14
19281,CAB,0.763,0,lure,5,3,tie,small-sized,low,5 × 5 = 30
19281,CAB,0.661,1,correct,0,4,tie,large-sized,low,6 × 6 = 36
19281,CAB,2.043,1,lure,2,4,non-tie,small-sized,low,7 × 2 = 12
19281,CAB,1.286,1,correct,0,1,non-tie,small-sized,low,2 × 4 = 8
19281,CAB,2.335,1,correct,0,13,non-tie,small-sized,high,8 × 3 = 24
19281,CAB,1.461,0,lure,7,17,non-tie,large-sized,high,9 × 7 = 56
19281,CAB,2.411,1,correct,0,25,non-tie,large-sized,high,8 × 4 = 32
19281,CAB,2.283,1,correct,0,13,non-tie,large-sized,high,6 × 9 = 54
19281,CAB,1.379,1,correct,0,3,non-tie,small-sized,low,2 × 6 = 12
19281,CAB,4.137,0,lure,4,8,non-tie,small-sized,high,4 × 5 = 24
19281,CAB,5.077,0,lure,9,7,non-tie,small-sized,low,2 × 9 = 27
19281,CAB,7.111,1,lure,9,17,non-tie,large-sized,high,7 × 9 = 54
19281,CAB,2.145,1,lure,6,11,non-tie,large-sized,high,6 × 8 = 54
19281,CAB,2.795,1,lure,2,0,tie,small-sized,low,2 × 2 = 6
19281,CAB,2.527,1,correct,0,5,tie,small-sized,low,4 × 4 = 16
19281,CAB,2.394,1,lure,9,9,non-tie,large-sized,high,3 × 9 = 18
19281,CAB,1.899,1,correct,0,13,non-tie,small-sized,high,3 × 7 = 21
19281,CAB,0.684,1,correct,0,0,tie,small-sized,low,2 × 2 = 4
19281,CAB,0.861,0,correct,0,2,non-tie,small-sized,low,3 × 5 = 15
19281,CAB,3.963,0,lure,5,6,non-tie,large-sized,low,9 × 5 = 40
19281,CAB,3.548,1,correct,0,13,non-tie,large-sized,high,6 × 9 = 54
19281,CAB,1.593,1,correct,0,7,non-tie,small-sized,low,2 × 8 = 16
19281,CAB,1.528,1,correct,0,1,non-tie,small-sized,low,2 × 4 = 8
19281,CAB,1.461,1,correct,0,8,non-tie,small-sized,high,4 × 5 = 20
19281,CAB,3.228,1,lure,4,5,tie,small-sized,low,4 × 4 = 20
19281,CAB,3.794,1,lure,6,4,tie,large-sized,low,6 × 6 = 30
19281,CAB,2.726,1,lure,2,1,non-tie,small-sized,low,4 × 2 = 6
19281,CAB,4.295,1,lure,4,12,non-tie,small-sized,high,4 × 6 = 28
19281,CAB,1.895,1,correct,0,3,tie,small-sized,low,5 × 5 = 25
19281,CAB,3.061,1,correct,0,6,non-tie,large-sized,low,6 × 5 = 30
19281,CAB,1.41,1,lure,2,7,non-tie,small-sized,low,8 × 2 = 14
19281,CAB,1.644,1,correct,0,9,non-tie,large-sized,high,8 × 5 = 40
19281,CAB,1.676,1,correct,0,9,non-tie,large-sized,high,5 × 8 = 40
19281,CAB,1.329,1,correct,0,7,tie,large-sized,low,7 × 7 = 49
19281,CAB,2.514,1,correct,0,22,non-tie,large-sized,high,7 × 6 = 42
19281,CAB,1.843,1,lure,9,6,tie,large-sized,low,9 × 9 = 90
19281,CAB,3.615,1,correct,0,17,non-tie,large-sized,high,7 × 9 = 63
19281,CAB,2.136,1,correct,0,19,tie,large-sized,high,8 × 8 = 64
19281,CAB,2.767,1,correct,0,12,non-tie,small-sized,high,6 × 4 = 24
19281,CAB,2.334,1,correct,0,8,non-tie,small-sized,high,5 × 4 = 20
19281,CAB,2.676,0,lure,8,19,tie,large-sized,high,8 × 8 = 72
19281,CAB,4.416,1,lure,9,19,non-tie,large-sized,high,8 × 9 = 63
19281,CAB,2.462,1,lure,5,7,non-tie,large-sized,low,5 × 7 = 40
19281,CAB,2.461,1,lure,3,13,non-tie,small-sized,high,3 × 7 = 24
19281,CAB,2.197,1,lure,4,10,non-tie,small-sized,high,4 × 3 = 16
19281,CAB,1.799,1,lure,4,5,tie,small-sized,low,4 × 4 = 12
19281,CAB,1.452,1,lure,3,0,tie,small-sized,low,3 × 3 = 12
19281,CAB,1.542,0,lure,5,9,non-tie,large-sized,high,8 × 5 = 35
19281,CAB,3.747,1,lure,5,0,non-tie,small-sized,low,5 × 2 = 15
19281,CAB,1.096,1,correct,0,7,tie,large-sized,low,7 × 7 = 49
19281,CAB,0.815,1,correct,0,9,non-tie,large-sized,high,7 × 8 = 56
19281,CAB,1.778,1,lure,9,6,tie,large-sized,low,9 × 9 = 72
19281,CAB,1.377,1,lure,9,6,non-tie,large-sized,low,5 × 9 = 36
19281,CAB,1.594,1,correct,0,0,non-tie,small-sized,low,3 × 2 = 6
19281,CAB,2.245,0,correct,0,13,non-tie,small-sized,high,8 × 3 = 24
19281,CAB,1.011,0,lure,5,3,tie,small-sized,low,5 × 5 = 30
19281,CAB,9.945,0,lure,3,8,non-tie,small-sized,high,3 × 6 = 21
19281,CAB,8.077,1,lure,3,13,non-tie,small-sized,high,3 × 8 = 27
19281,CAB,1.192,1,correct,0,3,non-tie,small-sized,low,2 × 6 = 12
19281,CAB,7.283,1,lure,3,8,non-tie,small-sized,high,6 × 3 = 15
19281,CAB,2.194,1,lure,3,10,non-tie,small-sized,high,3 × 4 = 15
19281,CAB,1.395,1,lure,7,7,tie,large-sized,low,7 × 7 = 56
19281,CAB,1.043,1,lure,3,2,non-tie,small-sized,low,5 × 3 = 12
19281,CAB,1.111,1,correct,0,4,non-tie,small-sized,low,2 × 7 = 14
19281,CAB,2.043,1,correct,0,12,non-tie,small-sized,high,4 × 6 = 24
19281,CAB,0.86,1,correct,0,0,non-tie,small-sized,low,2 × 5 = 10
19281,CAB,1.376,1,correct,0,9,non-tie,large-sized,high,3 × 9 = 27
19281,CAB,3.615,1,correct,0,17,non-tie,large-sized,high,9 × 7 = 63
19281,CAB,1.079,1,lure,7,17,non-tie,large-sized,high,9 × 7 = 56
19281,CAB,0.878,0,lure,7,7,tie,large-sized,low,7 × 7 = 42
19281,CAB,1.161,1,lure,6,11,non-tie,large-sized,high,8 × 6 = 42
19281,CAB,1.227,1,correct,0,0,tie,small-sized,low,3 × 3 = 9
19281,CAB,0.944,0,correct,0,0,non-tie,small-sized,low,2 × 3 = 6
19281,CAB,1.677,1,correct,0,6,tie,large-sized,low,9 × 9 = 81
19281,CAB,1.58,1,lure,4,8,non-tie,small-sized,high,5 × 4 = 16
19281,CAB,2.494,1,lure,2,7,non-tie,small-sized,low,2 × 8 = 18
19281,CAB,1.38,1,correct,0,0,tie,small-sized,low,3 × 3 = 9
19281,CAB,1.178,1,correct,0,3,tie,small-sized,low,5 × 5 = 25
19281,CAB,1.081,1,correct,0,1,non-tie,small-sized,low,4 × 2 = 8
19281,CAB,0.912,1,correct,0,6,non-tie,large-sized,low,5 × 6 = 30
19281,CAB,2.677,1,correct,0,19,non-tie,large-sized,high,9 × 8 = 72
19281,CAB,1.509,1,lure,3,0,tie,small-sized,low,3 × 3 = 6
19281,CAB,1.426,1,lure,5,9,non-tie,large-sized,high,5 × 8 = 45
19281,CAB,2.46,1,lure,2,0,non-tie,small-sized,low,2 × 3 = 8
19281,CAB,1.495,1,correct,0,7,non-tie,small-sized,low,2 × 9 = 18
19281,CAB,1.682,0,lure,8,19,non-tie,large-sized,high,9 × 8 = 64
19281,CAB,4.111,1,correct,0,8,non-tie,small-sized,high,3 × 6 = 18
19281,CAB,3.429,1,lure,9,9,non-tie,large-sized,high,4 × 9 = 27
19281,CAB,1.261,1,correct,0,4,tie,large-sized,low,6 × 6 = 36
19281,CAB,2.509,0,lure,6,22,non-tie,large-sized,high,6 × 7 = 48
19281,CAB,2.661,1,lure,8,19,tie,large-sized,high,8 × 8 = 56
19281,CAB,1.815,0,lure,2,0,non-tie,small-sized,low,3 × 2 = 4
19281,CAB,1.879,1,correct,0,7,non-tie,small-sized,low,8 × 2 = 16
19281,CAB,1.345,1,correct,0,22,non-tie,large-sized,high,6 × 7 = 42
19281,CAB,0.953,0,lure,5,7,non-tie,large-sized,low,7 × 5 = 30
19281,CAB,1.078,1,lure,3,9,non-tie,large-sized,high,9 × 3 = 24
19281,CAB,4.435,1,lure,2,3,non-tie,small-sized,low,6 × 2 = 10
19281,CAB,1.093,1,correct,0,6,tie,large-sized,low,9 × 9 = 81
19281,CAB,1.031,1,correct,0,11,non-tie,large-sized,high,8 × 6 = 48
19281,CAB,3.443,1,correct,0,9,non-tie,large-sized,high,9 × 4 = 36
19281,CAB,1.043,1,lure,4,17,non-tie,large-sized,high,4 × 7 = 32
19281,CAB,2.902,0,lure,5,6,non-tie,large-sized,low,6 × 5 = 25
19281,CAB,0.843,1,correct,0,4,tie,large-sized,low,6 × 6 = 36
19281,CAB,0.995,1,correct,0,6,non-tie,large-sized,low,5 × 9 = 45
19281,CAB,3.127,1,correct,0,10,non-tie,small-sized,high,4 × 3 = 12
19281,CAB,1.595,0,correct,0,13,non-tie,small-sized,high,3 × 8 = 24
19281,CAB,5.244,1,correct,0,17,non-tie,large-sized,high,7 × 4 = 28
19281,CAB,3.878,1,correct,0,9,non-tie,large-sized,high,9 × 3 = 27
19281,CAB,1.397,1,correct,0,25,non-tie,large-sized,high,8 × 4 = 32
19281,CAB,1.928,1,lure,3,13,non-tie,small-sized,high,7 × 3 = 18
19281,CAB,2.128,1,lure,2,0,tie,small-sized,low,2 × 2 = 2
19281,CAB,1.511,1,correct,0,7,non-tie,small-sized,low,9 × 2 = 18
19281,CAB,3.125,0,lure,9,13,non-tie,large-sized,high,6 × 9 = 45
19281,CAB,2.098,1,lure,3,13,non-tie,small-sized,high,8 × 3 = 21
19281,CAB,0.996,1,correct,0,3,non-tie,small-sized,low,6 × 2 = 12
19281,CAB,1.865,1,correct,0,25,non-tie,large-sized,high,4 × 8 = 32
19281,CAB,1.026,1,lure,3,2,non-tie,small-sized,low,3 × 5 = 18
19281,CAB,4.077,0,lure,2,7,non-tie,small-sized,low,9 × 2 = 16
19281,CAB,3.221,1,lure,4,12,non-tie,small-sized,high,6 × 4 = 20
19281,CAB,0.927,1,lure,4,17,non-tie,large-sized,high,7 × 4 = 24
19281,CAB,2.61,1,correct,0,13,non-tie,large-sized,high,9 × 6 = 54
19281,CAB,1.126,0,correct,0,2,non-tie,small-sized,low,5 × 3 = 15
19281,CAB,6.293,1,correct,0,19,non-tie,large-sized,high,8 × 9 = 72
19281,CAB,1.96,1,lure,2,3,non-tie,small-sized,low,2 × 6 = 14
19281,CAB,0.878,1,lure,7,9,non-tie,large-sized,high,7 × 8 = 63
19281,CAB,3.61,1,lure,6,13,non-tie,large-sized,high,9 × 6 = 48
19281,CAB,2.527,1,correct,0,19,tie,large-sized,high,8 × 8 = 64
19281,CAB,0.846,0,correct,0,11,non-tie,large-sized,high,6 × 8 = 48
19281,CAB,1.545,1,correct,0,0,tie,small-sized,low,2 × 2 = 4
19281,CAB,0.883,1,correct,0,0,non-tie,small-sized,low,5 × 2 = 10
19281,CAB,1.337,1,correct,0,7,non-tie,large-sized,low,7 × 5 = 35
19281,CAB,2.778,1,lure,5,3,tie,small-sized,low,5 × 5 = 20
19281,CAB,3.713,1,correct,0,6,non-tie,large-sized,low,9 × 5 = 45
19281,CAB,2.027,1,correct,0,5,tie,small-sized,low,4 × 4 = 16
19281,CAB,0.862,1,correct,0,4,non-tie,small-sized,low,7 × 2 = 14
19281,CAB,1.179,1,lure,7,9,non-tie,large-sized,high,8 × 7 = 49
19281,CAB,1.16,1,lure,2,4,non-tie,small-sized,low,2 × 7 = 16
19281,CAB,0.915,1,lure,6,22,non-tie,large-sized,high,7 × 6 = 36
19281,CAB,1.519,1,lure,2,0,non-tie,small-sized,low,2 × 5 = 12
19281,CAB,5.583,1,correct,0,13,non-tie,small-sized,high,7 × 3 = 21
19281,CAB,3.159,1,lure,2,1,non-tie,small-sized,low,2 × 4 = 10
19281,CAB,1.927,0,correct,0,9,non-tie,large-sized,high,8 × 7 = 56
19281,CAB,9.46,0,lure,4,25,non-tie,large-sized,high,4 × 8 = 36
19281,CAB,1.702,1,lure,4,25,non-tie,large-sized,high,8 × 4 = 28
19281,CAB,2.093,1,correct,0,10,non-tie,small-sized,high,3 × 4 = 12
19281,CAB,3.395,0,correct,0,8,non-tie,small-sized,high,6 × 3 = 18
19281,CAB,2.877,1,correct,0,9,non-tie,large-sized,high,4 × 9 = 36
19281,CAB,5.993,1,correct,0,7,non-tie,large-sized,low,5 × 7 = 35
19281,CAB,3.794,1,lure,4,9,non-tie,large-sized,high,9 × 4 = 32
19281,CAB,4.6,1,correct,0,17,non-tie,large-sized,high,4 × 7 = 28
19281,CAB,1.066,0,lure,5,6,non-tie,large-sized,low,5 × 6 = 35
19281,CAB,3.501,1,lure,2,4,non-tie,small-sized,low,7 × 2 = 12
19281,CAB,6.527,1,lure,6,4,tie,large-sized,low,6 × 6 = 42
19294,CAB,1.499,1,lure,2,1,non-tie,small-sized,low,2 × 4 = 10
19294,CAB,1.376,0,lure,8,19,non-tie,large-sized,high,9 × 8 = 64
19294,CAB,1.401,1,correct,0,1,non-tie,small-sized,low,4 × 2 = 8
19294,CAB,1.164,1,lure,7,7,tie,large-sized,low,7 × 7 = 56
19294,CAB,2.703,1,correct,0,12,non-tie,small-sized,high,6 × 4 = 24
19294,CAB,1.385,1,lure,5,9,non-tie,large-sized,high,8 × 5 = 35
19294,CAB,2.338,0,lure,4,17,non-tie,large-sized,high,4 × 7 = 32
19294,CAB,1.071,1,correct,0,7,non-tie,small-sized,low,9 × 2 = 18
19294,CAB,1.317,1,correct,0,9,non-tie,large-sized,high,7 × 8 = 56
19294,CAB,1.468,1,lure,8,19,tie,large-sized,high,8 × 8 = 72
19294,CAB,1.198,1,correct,0,10,non-tie,small-sized,high,3 × 4 = 12
19294,CAB,1.505,1,lure,6,4,tie,large-sized,low,6 × 6 = 30
19294,CAB,1.05,1,correct,0,0,tie,small-sized,low,2 × 2 = 4
19294,CAB,1.269,1,correct,0,3,non-tie,small-sized,low,2 × 6 = 12
19294,CAB,1.051,1,correct,0,7,non-tie,large-sized,low,5 × 7 = 35
19294,CAB,1.901,1,correct,0,13,non-tie,large-sized,high,6 × 9 = 54
19294,CAB,1.216,1,lure,2,1,non-tie,small-sized,low,4 × 2 = 6
19294,CAB,2.42,1,correct,0,25,non-tie,large-sized,high,8 × 4 = 32
19294,CAB,1.953,1,correct,0,2,non-tie,small-sized,low,3 × 5 = 15
19294,CAB,0.899,1,lure,4,5,tie,small-sized,low,4 × 4 = 12
19294,CAB,2.108,0,lure,4,25,non-tie,large-sized,high,4 × 8 = 36
19294,CAB,1.226,1,correct,0,6,tie,large-sized,low,9 × 9 = 81
19294,CAB,0.868,1,correct,0,2,non-tie,small-sized,low,5 × 3 = 15
19294,CAB,1.409,1,lure,5,3,tie,small-sized,low,5 × 5 = 20
19294,CAB,1.348,1,correct,0,6,non-tie,large-sized,low,5 × 6 = 30
19294,CAB,1.004,0,lure,9,6,tie,large-sized,low,9 × 9 = 72
19294,CAB,1.132,1,lure,3,0,tie,small-sized,low,3 × 3 = 12
19294,CAB,0.983,0,lure,8,19,tie,large-sized,high,8 × 8 = 56
19294,CAB,5.094,1,lure,3,13,non-tie,small-sized,high,3 × 8 = 27
19294,CAB,1.622,1,lure,3,0,tie,small-sized,low,3 × 3 = 6
19294,CAB,1.94,1,correct,0,8,non-tie,small-sized,high,6 × 3 = 18
19294,CAB,1.003,1,correct,0,13,non-tie,small-sized,high,3 × 7 = 21
19294,CAB,0.849,1,correct,0,3,tie,small-sized,low,5 × 5 = 25
19294,CAB,1.449,1,lure,5,7,non-tie,large-sized,low,5 × 7 = 40
19294,CAB,0.946,1,correct,0,10,non-tie,small-sized,high,4 × 3 = 12
19294,CAB,0.999,1,lure,2,4,non-tie,small-sized,low,7 × 2 = 12
19294,CAB,1.207,1,lure,5,9,non-tie,large-sized,high,5 × 8 = 45
19294,CAB,1.054,1,correct,0,8,non-tie,small-sized,high,3 × 6 = 18
19294,CAB,1.603,1,correct,0,7,non-tie,small-sized,low,2 × 8 = 16
19294,CAB,1.383,1,correct,0,0,tie,small-sized,low,3 × 3 = 9
19294,CAB,2.771,1,correct,0,13,non-tie,small-sized,high,3 × 8 = 24
19294,CAB,2.046,0,lure,3,9,non-tie,large-sized,high,9 × 3 = 24
19294,CAB,2.419,1,correct,0,11,non-tie,large-sized,high,8 × 6 = 48
19294,CAB,1.268,1,lure,4,5,tie,small-sized,low,4 × 4 = 20
19294,CAB,6.963,1,lure,4,9,non-tie,large-sized,high,9 × 4 = 32
19294,CAB,2.694,1,lure,2,7,non-tie,small-sized,low,2 × 8 = 18
19294,CAB,5.011,1,lure,7,17,non-tie,large-sized,high,9 × 7 = 56
19294,CAB,1.301,1,lure,9,9,non-tie,large-sized,high,3 × 9 = 18
19294,CAB,0.854,1,lure,2,3,non-tie,small-sized,low,6 × 2 = 10
19294,CAB,1.667,1,correct,0,13,non-tie,small-sized,high,8 × 3 = 24
19294,CAB,1.268,0,lure,5,7,non-tie,large-sized,low,7 × 5 = 30
19294,CAB,4.806,0,correct,0,9,non-tie,large-sized,high,8 × 7 = 56
19294,CAB,1.834,1,correct,0,17,non-tie,large-sized,high,4 × 7 = 28
19294,CAB,1.347,0,lure,3,2,non-tie,small-sized,low,5 × 3 = 12
19294,CAB,3.528,1,lure,7,7,tie,large-sized,low,7 × 7 = 42
19294,CAB,2.175,1,lure,6,4,tie,large-sized,low,6 × 6 = 42
19294,CAB,5.501,1,correct,0,17,non-tie,large-sized,high,9 × 7 = 63
19294,CAB,1.167,1,correct,0,8,non-tie,small-sized,high,4 × 5 = 20
19294,CAB,1.15,1,correct,0,7,non-tie,small-sized,low,8 × 2 = 16
19294,CAB,1.136,1,correct,0,22,non-tie,large-sized,high,6 × 7 = 42
19294,CAB,2.769,1,lure,4,17,non-tie,large-sized,high,7 × 4 = 24
19294,CAB,2.258,1,correct,0,9,non-tie,large-sized,high,5 × 8 = 40
19294,CAB,1.232,1,lure,9,6,tie,large-sized,low,9 × 9 = 90
19294,CAB,1.449,1,lure,6,22,non-tie,large-sized,high,7 × 6 = 36
19294,CAB,0.864,1,correct,0,5,tie,small-sized,low,4 × 4 = 16
19294,CAB,2.149,1,lure,4,12,non-tie,small-sized,high,4 × 6 = 28
19294,CAB,1.199,1,lure,6,11,non-tie,large-sized,high,8 × 6 = 42
19294,CAB,1.116,1,correct,0,8,non-tie,small-sized,high,5 × 4 = 20
19294,CAB,0.99,1,lure,2,0,non-tie,small-sized,low,2 × 3 = 8
19294,CAB,0.954,1,lure,2,4,non-tie,small-sized,low,2 × 7 = 16
19294,CAB,0.867,1,lure,5,0,non-tie,small-sized,low,5 × 2 = 15
19294,CAB,1.317,1,correct,0,3,tie,small-sized,low,5 × 5 = 25
19294,CAB,3.227,1,lure,4,25,non-tie,large-sized,high,8 × 4 = 28
19294,CAB,3.156,1,lure,9,17,non-tie,large-sized,high,7 × 9 = 54
19294,CAB,0.965,1,lure,2,0,tie,small-sized,low,2 × 2 = 2
19294,CAB,0.88,1,correct,0,0,tie,small-sized,low,3 × 3 = 9
19294,CAB,2.471,1,correct,0,19,non-tie,large-sized,high,9 × 8 = 72
19294,CAB,1.454,0,lure,7,9,non-tie,large-sized,high,8 × 7 = 49
19294,CAB,5.438,1,lure,3,13,non-tie,small-sized,high,7 × 3 = 18
19294,CAB,1.519,1,lure,4,12,non-tie,small-sized,high,6 × 4 = 20
19294,CAB,2.78,1,lure,7,9,non-tie,large-sized,high,7 × 8 = 63
19294,CAB,1.101,1,lure,2,7,non-tie,small-sized,low,8 × 2 = 14
19294,CAB,0.781,1,lure,3,2,non-tie,small-sized,low,3 × 5 = 18
19294,CAB,0.883,1,correct,0,7,non-tie,large-sized,low,7 × 5 = 35
19294,CAB,0.849,1,correct,0,4,tie,large-sized,low,6 × 6 = 36
19294,CAB,2.005,0,correct,0,9,non-tie,large-sized,high,9 × 3 = 27
19294,CAB,2.388,1,correct,0,22,non-tie,large-sized,high,7 × 6 = 42
19294,CAB,1.184,1,lure,2,0,non-tie,small-sized,low,3 × 2 = 4
19294,CAB,1.652,1,correct,0,6,non-tie,large-sized,low,5 × 9 = 45
19294,CAB,0.848,1,correct,0,0,non-tie,small-sized,low,2 × 5 = 10
19294,CAB,5.445,1,lure,9,9,non-tie,large-sized,high,4 × 9 = 27
19294,CAB,0.969,1,correct,0,19,tie,large-sized,high,8 × 8 = 64
19294,CAB,1.185,1,correct,0,9,non-tie,large-sized,high,3 × 9 = 27
19294,CAB,3.405,1,lure,3,8,non-tie,small-sized,high,3 × 6 = 21
19294,CAB,1.098,1,correct,0,4,non-tie,small-sized,low,7 × 2 = 14
19294,CAB,1.601,1,correct,0,6,non-tie,large-sized,low,9 × 5 = 45
19294,CAB,1.419,1,correct,0,9,non-tie,large-sized,high,8 × 5 = 40
19294,CAB,1.72,1,lure,4,8,non-tie,small-sized,high,5 × 4 = 16
19294,CAB,2.173,1,lure,3,13,non-tie,small-sized,high,3 × 7 = 24
19294,CAB,1.635,1,correct,0,12,non-tie,small-sized,high,4 × 6 = 24
19294,CAB,1.887,1,lure,4,10,non-tie,small-sized,high,4 × 3 = 16
19294,CAB,0.751,1,correct,0,4,tie,large-sized,low,6 × 6 = 36
19294,CAB,2.558,1,lure,6,13,non-tie,large-sized,high,9 × 6 = 48
19294,CAB,1.406,1,correct,0,0,non-tie,small-sized,low,3 × 2 = 6
19294,CAB,2.078,0,lure,3,13,non-tie,small-sized,high,8 × 3 = 21
19294,CAB,3.964,1,lure,5,6,non-tie,large-sized,low,9 × 5 = 40
19294,CAB,4.931,1,correct,0,17,non-tie,large-sized,high,7 × 4 = 28
19294,CAB,1.116,1,lure,2,0,non-tie,small-sized,low,2 × 5 = 12
19294,CAB,1.066,1,correct,0,1,non-tie,small-sized,low,2 × 4 = 8
19294,CAB,1.017,1,lure,5,3,tie,small-sized,low,5 × 5 = 30
19294,CAB,1.05,1,lure,6,22,non-tie,large-sized,high,6 × 7 = 48
19294,CAB,1.081,1,lure,5,6,non-tie,large-sized,low,6 × 5 = 25
19294,CAB,0.964,1,correct,0,4,non-tie,small-sized,low,2 × 7 = 14
19294,CAB,1.204,1,lure,2,0,tie,small-sized,low,2 × 2 = 6
19294,CAB,2.335,1,lure,6,11,non-tie,large-sized,high,6 × 8 = 54
19294,CAB,1.418,1,correct,0,13,non-tie,small-sized,high,7 × 3 = 21
19294,CAB,3.145,1,correct,0,25,non-tie,large-sized,high,4 × 8 = 32
19294,CAB,1.27,0,lure,9,19,non-tie,large-sized,high,8 × 9 = 63
19294,CAB,2.236,0,correct,0,17,non-tie,large-sized,high,7 × 9 = 63
19294,CAB,1.383,1,correct,0,11,non-tie,large-sized,high,6 × 8 = 48
19294,CAB,1.249,1,correct,0,7,tie,large-sized,low,7 × 7 = 49
19294,CAB,1.002,1,correct,0,6,tie,large-sized,low,9 × 9 = 81
19294,CAB,1.272,0,lure,3,10,non-tie,small-sized,high,3 × 4 = 15
19294,CAB,1.383,1,correct,0,19,tie,large-sized,high,8 × 8 = 64
19294,CAB,1.301,1,correct,0,7,tie,large-sized,low,7 × 7 = 49
19294,CAB,1.7,0,lure,3,8,non-tie,small-sized,high,6 × 3 = 15
19294,CAB,1.35,1,correct,0,0,tie,small-sized,low,2 × 2 = 4
19294,CAB,1.3,1,correct,0,6,non-tie,large-sized,low,6 × 5 = 30
19294,CAB,1.89,1,lure,2,7,non-tie,small-sized,low,9 × 2 = 16
19294,CAB,1.399,1,correct,0,3,non-tie,small-sized,low,6 × 2 = 12
19294,CAB,1.048,1,correct,0,0,non-tie,small-sized,low,5 × 2 = 10
19294,CAB,1.919,1,lure,9,7,non-tie,small-sized,low,2 × 9 = 27
19294,CAB,5.912,1,correct,0,9,non-tie,large-sized,high,9 × 4 = 36
19294,CAB,3.138,1,correct,0,9,non-tie,large-sized,high,4 × 9 = 36
19294,CAB,4.107,1,lure,2,3,non-tie,small-sized,low,2 × 6 = 14
19294,CAB,2.153,1,correct,0,7,non-tie,small-sized,low,2 × 9 = 18
19294,CAB,1.134,1,lure,4,8,non-tie,small-sized,high,4 × 5 = 24
19294,CAB,2.958,1,lure,9,13,non-tie,large-sized,high,6 × 9 = 45
19294,CAB,2.855,1,lure,9,6,non-tie,large-sized,low,5 × 9 = 36
19294,CAB,0.783,1,correct,0,5,tie,small-sized,low,4 × 4 = 16
19294,CAB,0.95,1,correct,0,0,non-tie,small-sized,low,2 × 3 = 6
19294,CAB,1.12,1,correct,0,19,non-tie,large-sized,high,8 × 9 = 72
19294,CAB,0.99,0,lure,5,6,non-tie,large-sized,low,5 × 6 = 35
19294,CAB,4.593,1,correct,0,13,non-tie,large-sized,high,9 × 6 = 54
19294,CAB,1.839,0,lure,6,4,tie,large-sized,low,6 × 6 = 42
19294,CAB,2.704,0,correct,0,8,non-tie,small-sized,high,4 × 5 = 20
19294,CAB,1.321,0,lure,2,3,non-tie,small-sized,low,6 × 2 = 10
19294,CAB,0.866,0,correct,0,5,tie,small-sized,low,4 × 4 = 16
19294,CAB,1.067,0,correct,0,17,non-tie,large-sized,high,7 × 4 = 28
19294,CAB,1.669,0,lure,2,4,non-tie,small-sized,low,2 × 7 = 16
19294,CAB,1.775,0,lure,4,8,non-tie,small-sized,high,5 × 4 = 16
19294,CAB,5.261,1,correct,0,7,non-tie,large-sized,low,7 × 5 = 35
19294,CAB,1.316,1,lure,3,10,non-tie,small-sized,high,3 × 4 = 15
